IDR,GO_molfunc_terms,GO_cellcom_terms,n_GO_molfunc_terms,n_GO_cellcom_terms
Q5SXM2_1_87,transcription cis-regulatory region binding; nucleic acid binding; DNA binding; sequence-specific DNA binding; sequence-specific double-stranded DNA binding; other,nucleus; nucleoplasm; transcription regulator complex; protein-containing complex; intracellular membrane-bounded organelle,6,5
Q5SXM2_115_173,transcription cis-regulatory region binding; nucleic acid binding; DNA binding; sequence-specific DNA binding; sequence-specific double-stranded DNA binding; other,nucleus; nucleoplasm; transcription regulator complex; protein-containing complex; intracellular membrane-bounded organelle,6,5
Q5SXM2_496_1469,transcription cis-regulatory region binding; nucleic acid binding; DNA binding; sequence-specific DNA binding; sequence-specific double-stranded DNA binding; other,nucleus; nucleoplasm; transcription regulator complex; protein-containing complex; intracellular membrane-bounded organelle,6,5
Q5SXM8_1_63,zinc ion binding; metal ion binding; other,nucleus; nucleoplasm; cytoplasm; mitochondrion; intracellular membrane-bounded organelle,3,5
Q5SXM8_131_178,zinc ion binding; metal ion binding; other,nucleus; nucleoplasm; cytoplasm; mitochondrion; intracellular membrane-bounded organelle,3,5
Q5SY16_457_499,nucleic acid binding; RNA binding; ATP binding; other,nucleus; nucleoplasm; nucleolus; cytoskeleton; membrane; intracellular membrane-bounded organelle,4,6
Q5SY16_1_118,nucleic acid binding; RNA binding; ATP binding; other,nucleus; nucleoplasm; nucleolus; cytoskeleton; membrane; intracellular membrane-bounded organelle,4,6
Q5SY16_663_702,nucleic acid binding; RNA binding; ATP binding; other,nucleus; nucleoplasm; nucleolus; cytoskeleton; membrane; intracellular membrane-bounded organelle,4,6
Q5SY85_1_155,,,0,0
Q5SYB0_1_62,,cytoplasm; cytosol; cytoskeleton; plasma membrane; membrane; protein-containing complex,0,6
Q5SYB0_126_180,,cytoplasm; cytosol; cytoskeleton; plasma membrane; membrane; protein-containing complex,0,6
Q5SYB0_498_1435,,cytoplasm; cytosol; cytoskeleton; plasma membrane; membrane; protein-containing complex,0,6
Q5SYC1_270_327,phosphatidylinositol binding,cytoplasm; endosome; early endosome; Golgi apparatus; trans-Golgi network; endosome membrane; membrane; cytoplasmic vesicle membrane; cytoplasmic vesicle; early endosome membrane; intracellular membrane-bounded organelle,1,11
Q5SYE7_1_92,,,0,0
Q5SYE7_123_1610,,,0,0
Q5SZB4_1_431,,,0,0
Q5SZD1_1_244,,,0,0
Q5SZI1_216_272,,,0,0
Q5SZJ8_122_174,nucleic acid binding; DNA binding; chromatin binding; transcription coregulator activity; transcription corepressor activity; protein-containing complex binding,nucleus; intracellular membrane-bounded organelle,6,2
Q5SZJ8_1_61,nucleic acid binding; DNA binding; chromatin binding; transcription coregulator activity; transcription corepressor activity; protein-containing complex binding,nucleus; intracellular membrane-bounded organelle,6,2
Q5SZK8_1400_1436,metal ion binding,extracellular region; basement membrane; extracellular space; plasma membrane; membrane; extracellular matrix; collagen-containing extracellular matrix; extracellular exosome,1,8
Q5SZK8_925_964,metal ion binding,extracellular region; basement membrane; extracellular space; plasma membrane; membrane; extracellular matrix; collagen-containing extracellular matrix; extracellular exosome,1,8
Q5SZK8_227_260,metal ion binding,extracellular region; basement membrane; extracellular space; plasma membrane; membrane; extracellular matrix; collagen-containing extracellular matrix; extracellular exosome,1,8
Q5SZK8_1_75,metal ion binding,extracellular region; basement membrane; extracellular space; plasma membrane; membrane; extracellular matrix; collagen-containing extracellular matrix; extracellular exosome,1,8
Q5SZK8_3013_3169,metal ion binding,extracellular region; basement membrane; extracellular space; plasma membrane; membrane; extracellular matrix; collagen-containing extracellular matrix; extracellular exosome,1,8
Q5SZL2_1_360,,cytoplasm; centrosome; microtubule organizing center; cytoskeleton; microtubule cytoskeleton,0,5
Q5SZL2_404_445,,cytoplasm; centrosome; microtubule organizing center; cytoskeleton; microtubule cytoskeleton,0,5
Q5SZL2_672_715,,cytoplasm; centrosome; microtubule organizing center; cytoskeleton; microtubule cytoskeleton,0,5
Q5SZQ8_180_371,nucleic acid binding; RNA binding; mRNA binding,nucleus; nucleoplasm; cytoplasm; nuclear body; protein-containing complex; intracellular membrane-bounded organelle; ribonucleoprotein complex,3,7
Q5T011_349_385,,cytoplasm; lysosome; lysosomal membrane; membrane; protein-containing complex; intracellular membrane-bounded organelle,0,6
Q5T011_200_235,,cytoplasm; lysosome; lysosomal membrane; membrane; protein-containing complex; intracellular membrane-bounded organelle,0,6
Q5T011_690_795,,cytoplasm; lysosome; lysosomal membrane; membrane; protein-containing complex; intracellular membrane-bounded organelle,0,6
Q5T011_866_905,,cytoplasm; lysosome; lysosomal membrane; membrane; protein-containing complex; intracellular membrane-bounded organelle,0,6
Q5T011_960_991,,cytoplasm; lysosome; lysosomal membrane; membrane; protein-containing complex; intracellular membrane-bounded organelle,0,6
Q5T011_2854_2984,,cytoplasm; lysosome; lysosomal membrane; membrane; protein-containing complex; intracellular membrane-bounded organelle,0,6
Q5T011_3196_3251,,cytoplasm; lysosome; lysosomal membrane; membrane; protein-containing complex; intracellular membrane-bounded organelle,0,6
Q5T011_1059_1122,,cytoplasm; lysosome; lysosomal membrane; membrane; protein-containing complex; intracellular membrane-bounded organelle,0,6
Q5T011_2705_2795,,cytoplasm; lysosome; lysosomal membrane; membrane; protein-containing complex; intracellular membrane-bounded organelle,0,6
Q5T011_1146_1290,,cytoplasm; lysosome; lysosomal membrane; membrane; protein-containing complex; intracellular membrane-bounded organelle,0,6
Q5T011_1345_1685,,cytoplasm; lysosome; lysosomal membrane; membrane; protein-containing complex; intracellular membrane-bounded organelle,0,6
Q5T011_1775_1924,,cytoplasm; lysosome; lysosomal membrane; membrane; protein-containing complex; intracellular membrane-bounded organelle,0,6
Q5T011_1986_2031,,cytoplasm; lysosome; lysosomal membrane; membrane; protein-containing complex; intracellular membrane-bounded organelle,0,6
Q5T011_2095_2163,,cytoplasm; lysosome; lysosomal membrane; membrane; protein-containing complex; intracellular membrane-bounded organelle,0,6
Q5T011_2395_2506,,cytoplasm; lysosome; lysosomal membrane; membrane; protein-containing complex; intracellular membrane-bounded organelle,0,6
Q5T035_1_196,,nucleus; intracellular membrane-bounded organelle,0,2
Q5T036_1_256,,,0,0
Q5T089_462_497,,,0,0
Q5T089_261_430,,,0,0
Q5T0B9_352_420,transcription cis-regulatory region binding; RNA polymerase II transcription regulatory region sequence-specific DNA binding; RNA polymerase II cis-regulatory region sequence-specific DNA binding; nucleic acid binding; DNA binding; DNA-binding transcription factor activity; sequence-specific DNA binding; metal ion binding; sequence-specific double-stranded DNA binding,nucleus; intracellular membrane-bounded organelle,9,2
Q5T0B9_1_235,transcription cis-regulatory region binding; RNA polymerase II transcription regulatory region sequence-specific DNA binding; RNA polymerase II cis-regulatory region sequence-specific DNA binding; nucleic acid binding; DNA binding; DNA-binding transcription factor activity; sequence-specific DNA binding; metal ion binding; sequence-specific double-stranded DNA binding,nucleus; intracellular membrane-bounded organelle,9,2
Q5T0D9_1_63,,extracellular region; extracellular space; cytoplasm; membrane; cell junction; axon; cytoplasmic vesicle membrane; cytoplasmic vesicle; cell projection; neuron projection; intracellular membrane-bounded organelle; synapse; extracellular exosome; anchoring junction; presynapse,0,15
Q5T0F9_328_386,"transcription cis-regulatory region binding; RNA polymerase II transcription regulatory region sequence-specific DNA binding; RNA polymerase II cis-regulatory region sequence-specific DNA binding; DNA-binding transcription factor activity, RNA polymerase II-specific; DNA-binding transcription repressor activity, RNA polymerase II-specific; nucleic acid binding; DNA binding; DNA-binding transcription factor activity; sequence-specific DNA binding; sequence-specific double-stranded DNA binding",nucleus; nuclear envelope; nucleoplasm; intracellular membrane-bounded organelle,10,4
Q5T0F9_219_283,"transcription cis-regulatory region binding; RNA polymerase II transcription regulatory region sequence-specific DNA binding; RNA polymerase II cis-regulatory region sequence-specific DNA binding; DNA-binding transcription factor activity, RNA polymerase II-specific; DNA-binding transcription repressor activity, RNA polymerase II-specific; nucleic acid binding; DNA binding; DNA-binding transcription factor activity; sequence-specific DNA binding; sequence-specific double-stranded DNA binding",nucleus; nuclear envelope; nucleoplasm; intracellular membrane-bounded organelle,10,4
Q5T0F9_440_533,"transcription cis-regulatory region binding; RNA polymerase II transcription regulatory region sequence-specific DNA binding; RNA polymerase II cis-regulatory region sequence-specific DNA binding; DNA-binding transcription factor activity, RNA polymerase II-specific; DNA-binding transcription repressor activity, RNA polymerase II-specific; nucleic acid binding; DNA binding; DNA-binding transcription factor activity; sequence-specific DNA binding; sequence-specific double-stranded DNA binding",nucleus; nuclear envelope; nucleoplasm; intracellular membrane-bounded organelle,10,4
Q5T0F9_1_168,"transcription cis-regulatory region binding; RNA polymerase II transcription regulatory region sequence-specific DNA binding; RNA polymerase II cis-regulatory region sequence-specific DNA binding; DNA-binding transcription factor activity, RNA polymerase II-specific; DNA-binding transcription repressor activity, RNA polymerase II-specific; nucleic acid binding; DNA binding; DNA-binding transcription factor activity; sequence-specific DNA binding; sequence-specific double-stranded DNA binding",nucleus; nuclear envelope; nucleoplasm; intracellular membrane-bounded organelle,10,4
Q5T0J3_1_134,,,0,0
Q5T0J7_112_233,,nucleus; cytoskeleton; microtubule cytoskeleton; intracellular membrane-bounded organelle,0,4
Q5T0J7_1_41,,nucleus; cytoskeleton; microtubule cytoskeleton; intracellular membrane-bounded organelle,0,4
Q5T0L3_1_170,,nucleus; nuclear envelope; membrane; nuclear membrane; intracellular membrane-bounded organelle,0,5
Q5T0L3_228_261,,nucleus; nuclear envelope; membrane; nuclear membrane; intracellular membrane-bounded organelle,0,5
Q5T0N1_771_900,,extracellular region; extracellular space; cytoplasm; microtubule organizing center; cytoskeleton; cilium; axoneme; microtubule cytoskeleton; protein-containing complex; ciliary basal body; cell projection; extracellular exosome,0,12
Q5T0N1_377_459,,extracellular region; extracellular space; cytoplasm; microtubule organizing center; cytoskeleton; cilium; axoneme; microtubule cytoskeleton; protein-containing complex; ciliary basal body; cell projection; extracellular exosome,0,12
Q5T0N1_311_340,,extracellular region; extracellular space; cytoplasm; microtubule organizing center; cytoskeleton; cilium; axoneme; microtubule cytoskeleton; protein-containing complex; ciliary basal body; cell projection; extracellular exosome,0,12
Q5T0N5_286_398,enzyme binding; cadherin binding; other,cytoplasm; cytosol; cytoskeleton; plasma membrane; cell cortex; membrane; cytoplasmic vesicle; intracellular membrane-bounded organelle,3,8
Q5T0N5_475_537,enzyme binding; cadherin binding; other,cytoplasm; cytosol; cytoskeleton; plasma membrane; cell cortex; membrane; cytoplasmic vesicle; intracellular membrane-bounded organelle,3,8
Q5T0T0_1_77,ubiquitin-protein transferase activity; signaling receptor binding; zinc ion binding; metal ion binding; ubiquitin protein ligase activity,cytoplasm; lysosome; lysosomal membrane; endosome; early endosome; late endosome; endosome membrane; membrane; cytoplasmic vesicle membrane; cytoplasmic vesicle; early endosome membrane; intracellular membrane-bounded organelle,5,12
Q5T0T0_241_291,ubiquitin-protein transferase activity; signaling receptor binding; zinc ion binding; metal ion binding; ubiquitin protein ligase activity,cytoplasm; lysosome; lysosomal membrane; endosome; early endosome; late endosome; endosome membrane; membrane; cytoplasmic vesicle membrane; cytoplasmic vesicle; early endosome membrane; intracellular membrane-bounded organelle,5,12
Q5T0W9_284_1011,signaling receptor binding; enzyme binding; protein kinase binding; other,cytoplasm; membrane,4,2
Q5T0W9_66_108,signaling receptor binding; enzyme binding; protein kinase binding; other,cytoplasm; membrane,4,2
Q5T0Z8_1_1188,,,0,0
Q5T124_292_336,other,cytoplasm; cytosol; cytoskeleton,1,3
Q5T124_473_520,other,cytoplasm; cytosol; cytoskeleton,1,3
Q5T124_154_203,other,cytoplasm; cytosol; cytoskeleton,1,3
Q5T124_1_74,other,cytoplasm; cytosol; cytoskeleton,1,3
Q5T197_1_37,ubiquitin-protein transferase activity; metal ion binding; ubiquitin protein ligase activity,plasma membrane; membrane,3,2
Q5T197_201_240,ubiquitin-protein transferase activity; metal ion binding; ubiquitin protein ligase activity,plasma membrane; membrane,3,2
Q5T197_619_706,ubiquitin-protein transferase activity; metal ion binding; ubiquitin protein ligase activity,plasma membrane; membrane,3,2
Q5T1A1_561_773,,,0,0
Q5T1B0_1_226,,,0,0
Q5T1B0_822_924,,,0,0
Q5T1B0_963_1012,,,0,0
Q5T1C6_1_43,other,cytoplasm; mitochondrion; mitochondrial inner membrane; mitochondrial matrix; cytosol; plasma membrane; membrane; cell projection; intracellular membrane-bounded organelle,1,9
